i,size,mu,method,random,remerge,relative,time,modularity,conductance,jaccard
0,1000,0.4,Louvain,True,True,False,4.350599527359009,0.24185111185042163,0.23784725212209323,0.23304183408177737
1,1000,0.4,Louvain,True,True,False,3.9583635330200195,0.25516908600980154,0.24894182684955213,0.23703788485750257
2,1000,0.4,Louvain,True,True,False,4.149617910385132,0.5636947347478328,0.6017830219528861,0.9279124651362368
3,1000,0.4,Louvain,True,True,False,3.936635971069336,0.5642920849167773,0.5991741569170379,1.0
4,1000,0.4,Louvain,True,True,False,4.856265306472778,0.5621092222102126,0.5988024312174332,1.0
5,1000,0.4,Louvain,True,True,False,4.393412351608276,0.5599477819943621,0.6013628384111414,0.8985521376687954
6,1000,0.4,Louvain,True,True,False,4.3203043937683105,0.24532049505148606,0.2452266370559728,0.2347326049453709
7,1000,0.4,Louvain,True,True,False,4.6970930099487305,0.5654622111999695,0.6011835120073565,0.9445114595898673
8,1000,0.4,Louvain,True,True,False,4.869846820831299,0.23662056880342888,0.23739734068038942,0.20299509699424428
9,1000,0.4,Louvain,True,True,False,4.919465780258179,0.24886392721815911,0.24461956018381004,0.2392129789437349
0,10000,0.4,Louvain,True,True,False,54.3210608959198,0.6026259500175082,0.6127926629896387,0.30376799784644265
1,10000,0.4,Louvain,True,True,False,53.94863772392273,0.6017841177001166,0.6120962311890379,0.29618126397642686
2,10000,0.4,Louvain,True,True,False,55.8615779876709,0.6018965826596396,0.611990372368967,0.2966754411621332
3,10000,0.4,Louvain,True,True,False,57.70099401473999,0.6023205558662569,0.6131120810568509,0.2943163155157945
4,10000,0.4,Louvain,True,True,False,45.665558099746704,0.6016975456776628,0.6119419437726836,0.3002900355871886
5,10000,0.4,Louvain,True,True,False,43.38717579841614,0.6020127796614827,0.6120596019326343,0.3078207040193912
6,10000,0.4,Louvain,True,True,False,45.486910581588745,0.6018736706840222,0.6121319007222263,0.30731947023325984
7,10000,0.4,Louvain,True,True,False,45.319936752319336,0.602220177967616,0.612515418598817,0.3015436233072034
8,10000,0.4,Louvain,True,True,False,44.45528292655945,0.6018004736218042,0.6116719417290035,0.31508194202697615
9,10000,0.4,Louvain,True,True,False,44.531529664993286,0.6020609515110655,0.6126776914306346,0.29324479039468465
0,1000,0.5,Louvain,True,True,False,3.2045416831970215,0.4620521610378648,0.5028877498541485,0.9144996256551036
1,1000,0.5,Louvain,True,True,False,3.4353859424591064,0.466137617887602,0.5107526874693659,0.7160236505168234
2,1000,0.5,Louvain,True,True,False,3.4089293479919434,0.46166231816900033,0.505487761648862,0.8551275591993771
3,1000,0.5,Louvain,True,True,False,4.031949043273926,0.46097017019971964,0.5038533876259144,0.8492339026986993
4,1000,0.5,Louvain,True,True,False,3.495532512664795,0.4626626767860673,0.5030979137756123,0.854117075540442
5,1000,0.5,Louvain,True,True,False,3.451186180114746,0.46503871437000843,0.5031169227732071,0.8472068072512023
6,1000,0.5,Louvain,True,True,False,3.2346086502075195,0.46361800621450194,0.5045797117732849,0.9177960233455337
7,1000,0.5,Louvain,True,True,False,3.2991812229156494,0.46309270873577596,0.5076800443866902,0.7926524993547277
8,1000,0.5,Louvain,True,True,False,3.215311050415039,0.46290119415489056,0.5051089291726294,0.8027527035481277
9,1000,0.5,Louvain,True,True,False,3.276949405670166,0.46185338591304576,0.5005053265357231,0.9609612761045231
0,10000,0.5,Louvain,True,True,False,53.36573314666748,0.5040972926560836,0.5163327684510051,0.24779413468668893
1,10000,0.5,Louvain,True,True,False,50.622966051101685,0.5035494534223063,0.5160683397372579,0.2603924547869053
2,10000,0.5,Louvain,True,True,False,44.143123626708984,0.5041251415029038,0.5166267104576228,0.24566167127913252
3,10000,0.5,Louvain,True,True,False,44.55826115608215,0.5040619249815085,0.5175952447564276,0.2384370426072827
4,10000,0.5,Louvain,True,True,False,50.23921012878418,0.5039461566556679,0.5157932778431531,0.26008695428156636
5,10000,0.5,Louvain,True,True,False,46.02967882156372,0.5043564979072066,0.516876727577874,0.24847672540978846
6,10000,0.5,Louvain,True,True,False,45.977208614349365,0.504154874736875,0.5173625623078775,0.23559584181653073
7,10000,0.5,Louvain,True,True,False,47.40303015708923,0.504461774218131,0.5171984191924566,0.251882054509848
8,10000,0.5,Louvain,True,True,False,47.630263566970825,0.5044443882688933,0.5163504095514173,0.2614835223457201
9,10000,0.5,Louvain,True,True,False,45.7013213634491,0.5041646364508876,0.5176262543860335,0.22772533246328114
0,1000,0.6,Louvain,True,True,False,4.223042964935303,0.3674517790054091,0.4185936642980652,0.587357980829725
1,1000,0.6,Louvain,True,True,False,3.297541856765747,0.36709575184858384,0.4121190734358132,0.6343206510513488
2,1000,0.6,Louvain,True,True,False,4.420301675796509,0.3582190896404945,0.40716287976720633,0.6235087462489937
3,1000,0.6,Louvain,True,True,False,4.694875955581665,0.35739475924546565,0.4089649377431789,0.6172565604742261
4,1000,0.6,Louvain,True,True,False,3.8552587032318115,0.35975812049131317,0.40953011537005835,0.5642069373412657
5,1000,0.6,Louvain,True,True,False,4.017791509628296,0.35821667191069345,0.4068956981680789,0.5180701378472966
6,1000,0.6,Louvain,True,True,False,3.776653528213501,0.3611876029875385,0.41011481007163886,0.6140042979942694
7,1000,0.6,Louvain,True,True,False,3.9646048545837402,0.35684927021970075,0.41371065825243747,0.5209984767944295
8,1000,0.6,Louvain,True,True,False,4.093140363693237,0.36360776109810855,0.4133592988973316,0.6038347767204818
9,1000,0.6,Louvain,True,True,False,3.282573938369751,0.36020674030467076,0.4105044996728391,0.6004636785162287
0,10000,0.6,Louvain,True,True,False,49.10864591598511,0.4063726090473591,0.4232849708685039,0.19068593064249226
1,10000,0.6,Louvain,True,True,False,56.057342529296875,0.4067629651056669,0.42247385438282514,0.1984307925655195
2,10000,0.6,Louvain,True,True,False,55.80816721916199,0.40664505304645027,0.4233931771005258,0.1810570781758397
3,10000,0.6,Louvain,True,True,False,52.00409936904907,0.40599738417317777,0.4218047569786675,0.1966032377296307
4,10000,0.6,Louvain,True,True,False,54.19366526603699,0.40680246906467016,0.4229151187720869,0.19676684950120776
5,10000,0.6,Louvain,True,True,False,50.364142179489136,0.4063069281901232,0.42281013853062843,0.18850682700036883
6,10000,0.6,Louvain,True,True,False,56.4132399559021,0.40642004434091555,0.42201774188023844,0.2025387752173445
7,10000,0.6,Louvain,True,True,False,58.34014558792114,0.40692741911892893,0.42302551068274763,0.18401398326513216
8,10000,0.6,Louvain,True,True,False,45.64990758895874,0.40627627875567873,0.42278881422770587,0.1953651483674995
9,10000,0.6,Louvain,True,True,False,50.139999866485596,0.4058571007197681,0.42273541961933847,0.18947561334275642
