network,method,time,modularity,cunductance,accurary
1000_0.5_7,split_newman_remerge,74.85413194,0.440995328,0.496699184,0.58180375
***,***,***,***,***,***
1000_0.6_7,normal louvain,0.395089626,0.359113994,0.41157574,0.589355974
1000_0.6_7,split_louvain,0.903074265,0.359029416,0.406262527,0.65107886
1000_0.6_7,split_louvain_remerge,0.897242546,0.358947507,0.408415232,0.616954532
1000_0.6_7,split_girvan,19.60690784,0.361462407,0.409231029,0.680312717
1000_0.6_7,split_girvan_remerge,18.41435552,0.36306996,0.409746521,0.658973784
1000_0.6_7,split_newman,89.00389671,0.353950411,0.411319126,0.529482551
1000_0.6_7,split_newman_remerge,74.49963045,0.348125745,0.426307305,0.368599257
***,***,***,***,***,***
100_0.4_8,normal louvain,0.015585899,0.232852943,0.457341728,0.394132653
100_0.4_8,split_louvain,0.062489986,0.229364157,0.423994297,0.377506112
100_0.4_8,split_louvain_remerge,0.078099012,0.234326701,0.387341391,0.361576355
100_0.4_8,split_girvan,0.656097651,0.241183683,0.482993194,0.384546271
100_0.4_8,split_girvan_remerge,0.784819603,0.24007169,0.489538128,0.543958869
100_0.4_8,split_newman,2.248533487,0.210660034,0.396358402,0.290786517
100_0.4_8,split_newman_remerge,4.35345006,0.163110376,0.246763612,0.153562005
***,***,***,***,***,***
100_0.5_8,normal louvain,0.031193495,0.187232693,0.355413653,0.137180373
100_0.5_8,split_louvain,0.046864033,0.183157917,0.3491663,0.145697635
100_0.5_8,split_louvain_remerge,0.046866417,0.185325392,0.351767446,0.13946281
100_0.5_8,split_girvan,0.078104258,0.170888133,0.321560213,0.122097115
100_0.5_8,split_girvan_remerge,0.171829939,0.178616956,0.319728134,0.122434536
100_0.5_8,split_newman,0.732526779,0.170908444,0.336840347,0.17769003
100_0.5_8,split_newman_remerge,2.090109587,0.162079925,0.330982636,0.140972222
***,***,***,***,***,***
100_0.6_8,normal louvain,0.015585184,0.191689508,0.36135781,0.16872703
100_0.6_8,split_louvain,0.031244755,0.190186494,0.393844417,0.163709407
100_0.6_8,split_louvain_remerge,0.046860456,0.176816046,0.330622595,0.132709633
100_0.6_8,split_girvan,0.121476889,0.189233811,0.366749565,0.141100102
100_0.6_8,split_girvan_remerge,0.15624547,0.188356568,0.367096261,0.149983034
100_0.6_8,split_newman,0.828579903,0.178291979,0.389467335,0.174041298
100_0.6_8,split_newman_remerge,1.934072495,0.174812026,0.363057269,0.173855342
***,***,***,***,***,***
1000_0.4_8,normal louvain,0.296839714,0.560565708,0.601137295,1
1000_0.4_8,split_louvain,0.749823332,0.560565708,0.601137295,1
1000_0.4_8,split_louvain_remerge,0.718580008,0.560565708,0.601137295,1
1000_0.4_8,split_girvan,30.38772964,0.560565708,0.601137295,1
1000_0.4_8,split_girvan_remerge,31.87111211,0.560565708,0.601137295,1
1000_0.4_8,split_newman,76.03664112,0.543724061,0.606584606,0.575529859
1000_0.4_8,split_newman_remerge,70.76885653,0.540571029,0.59760166,0.611591782
***,***,***,***,***,***
1000_0.5_8,normal louvain,0.406098604,0.46154808,0.50769587,0.730451755
1000_0.5_8,split_louvain,0.656094551,0.462901194,0.505108929,0.802752704
1000_0.5_8,split_louvain_remerge,0.671713352,0.216777435,0.214667282,0.215375195
1000_0.5_8,split_girvan,36.23033571,0.462187298,0.50700887,0.735385623
1000_0.5_8,split_girvan_remerge,22.74009776,0.461159949,0.504162071,0.812115732
1000_0.5_8,split_newman,67.405164,0.447284497,0.510362847,0.513952279
1000_0.5_8,split_newman_remerge,63.49663901,0.449862148,0.50295889,0.63060086
***,***,***,***,***,***
1000_0.6_8,normal louvain,0.374914408,0.359397652,0.410128492,0.582416405
1000_0.6_8,split_louvain,0.827930689,0.358234042,0.406919713,0.591263764
1000_0.6_8,split_louvain_remerge,0.969194174,0.362723507,0.414678536,0.606653276
1000_0.6_8,split_girvan,40.37401056,0.355587499,0.409254477,0.501829729
1000_0.6_8,split_girvan_remerge,16.31150627,0.360298536,0.408227592,0.616810737
1000_0.6_8,split_newman,74.65659142,0.348879282,0.400285364,0.535352512
1000_0.6_8,split_newman_remerge,71.34108019,0.346475463,0.412628114,0.445003126
***,***,***,***,***,***
100_0.4_9,normal louvain,0.031157255,0.237536614,0.483497483,0.47876062
100_0.4_9,split_louvain,0.06248498,0.250905622,0.491808201,0.512355018
100_0.4_9,split_louvain_remerge,0.046864986,0.226173189,0.397212622,0.310981098
100_0.4_9,split_girvan,2.103473186,0.235670954,0.383821192,0.372498936
100_0.4_9,split_girvan_remerge,0.932507038,0.254475252,0.503729854,0.590712743
100_0.4_9,split_newman,3.352044344,0.205333767,0.437640311,0.393086817
100_0.4_9,split_newman_remerge,3.430541039,0.234689927,0.555897214,0.420689655
***,***,***,***,***,***
100_0.5_9,normal louvain,0.031273603,0.184689383,0.386582,0.275514874
100_0.5_9,split_louvain,0.046863794,0.190121753,0.387147165,0.276556777
100_0.5_9,split_louvain_remerge,0.046864986,0.175617013,0.374213929,0.178524083
100_0.5_9,split_girvan,0.328052998,0.183124943,0.387696174,0.205987489
100_0.5_9,split_girvan_remerge,0.24993062,0.179838928,0.345779688,0.211620217
100_0.5_9,split_newman,2.160431623,0.191575681,0.391468541,0.308292683
100_0.5_9,split_newman_remerge,1.061813593,0.137399611,0.273348303,0.124357176
***,***,***,***,***,***
100_0.6_9,normal louvain,0.031206131,0.153918122,0.303688462,0.132610217
100_0.6_9,split_louvain,0.06248641,0.172463078,0.314292651,0.121616872
100_0.6_9,split_louvain_remerge,0.062488079,0.167238053,0.312164506,0.121265378
100_0.6_9,split_girvan,0.203076124,0.166222345,0.333601738,0.138917615
100_0.6_9,split_girvan_remerge,0.124971628,0.162244495,0.306815196,0.128885784
100_0.6_9,split_newman,1.843314886,0.158469786,0.319902107,0.147619048
100_0.6_9,split_newman_remerge,1.523029804,0.15094222,0.353110088,0.174
***,***,***,***,***,***
1000_0.4_9,normal louvain,0.249940395,0.562048877,0.599947937,0.974108944
1000_0.4_9,split_louvain,0.792390108,0.562048877,0.599947937,0.974108944
1000_0.4_9,split_louvain_remerge,0.749538183,0.562048877,0.599947937,0.974108944
1000_0.4_9,split_girvan,30.79208422,0.562048877,0.599947937,0.974108944
1000_0.4_9,split_girvan_remerge,31.70752525,0.562048877,0.599947937,0.974108944
1000_0.4_9,split_newman,66.26696587,0.549641683,0.606753483,0.580502956
1000_0.4_9,split_newman_remerge,68.80954981,0.550045113,0.605413578,0.589180395
***,***,***,***,***,***
1000_0.5_9,normal louvain,0.350063086,0.461853386,0.500505327,0.960961276
1000_0.5_9,split_louvain,1.235729694,0.461853386,0.500505327,0.960961276
1000_0.5_9,split_louvain_remerge,1.569801331,0.46012308,0.498990304,0.94436638
1000_0.5_9,split_girvan,34.47765517,0.459766533,0.501556261,0.845951314
1000_0.5_9,split_girvan_remerge,28.56492519,0.460439136,0.500762168,0.919625792
1000_0.5_9,split_newman,71.94701171,0.440342839,0.496891998,0.572179685
1000_0.5_9,split_newman_remerge,73.69652033,0.446348836,0.495432694,0.65688263
***,***,***,***,***,***
1000_0.6_9,normal louvain,0.528584957,0.344625164,0.41744262,0.354788753
1000_0.6_9,split_louvain,0.852985859,0.361065829,0.409846432,0.647978642
1000_0.6_9,split_louvain_remerge,1.123597383,0.362237357,0.412103221,0.644581217
1000_0.6_9,split_girvan,22.20516658,0.359421842,0.414763517,0.57071438
1000_0.6_9,split_girvan_remerge,19.55786538,0.357030858,0.41527311,0.527715981
1000_0.6_9,split_newman,103.6240098,0.347403398,0.409888246,0.468836886
1000_0.6_9,split_newman_remerge,96.04895329,0.331065367,0.407299979,0.343960405
***,***,***,***,***,***
