i,size,mu,method,random,remerge,relative,time,modularity,conductance,jaccard
1,10000,0.4,Louvain,TRUE,FALSE,FALSE,54.2980597,0.601729586,0.611957532,0.299416969
2,10000,0.4,Louvain,TRUE,FALSE,FALSE,53.16074896,0.601940404,0.612605943,0.29227016
3,10000,0.4,Louvain,TRUE,FALSE,FALSE,57.79673386,0.60221314,0.61261739,0.298261205
4,10000,0.4,Louvain,TRUE,FALSE,FALSE,48.23628736,0.601635804,0.612123361,0.303041676
5,10000,0.4,Louvain,TRUE,FALSE,FALSE,46.56389475,0.602032714,0.612103783,0.307733048
6,10000,0.4,Louvain,TRUE,FALSE,FALSE,47.25699711,0.601686446,0.611693402,0.317350021
7,10000,0.4,Louvain,TRUE,FALSE,FALSE,45.75588059,0.602327389,0.61298875,0.295418852
8,10000,0.4,Louvain,TRUE,FALSE,FALSE,42.01741076,0.601967555,0.612101607,0.302315422
9,10000,0.4,Louvain,TRUE,FALSE,FALSE,43.88849235,0.602114185,0.61314742,0.28824571
0,1000,0.5,Louvain,TRUE,FALSE,FALSE,3.72018671,0.462052161,0.50288775,0.914499626
1,1000,0.5,Louvain,TRUE,FALSE,FALSE,3.438060522,0.465981076,0.510559201,0.708721423
2,1000,0.5,Louvain,TRUE,FALSE,FALSE,3.311232805,0.461662318,0.505487762,0.855127559
3,1000,0.5,Louvain,TRUE,FALSE,FALSE,3.277877092,0.459815104,0.500332122,0.908148372
4,1000,0.5,Louvain,TRUE,FALSE,FALSE,3.379317284,0.464201936,0.502605965,0.946408634
5,1000,0.5,Louvain,TRUE,FALSE,FALSE,3.583899975,0.466772372,0.502515739,0.91307815
6,1000,0.5,Louvain,TRUE,FALSE,FALSE,4.107304335,0.463618006,0.504579712,0.917796023
7,1000,0.5,Louvain,TRUE,FALSE,FALSE,3.19518733,0.462933247,0.507350282,0.789272688
